0:0:0:0:0:0:0:1 - - [16/Nov/2024:12:08:17 +0100] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:35 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:35 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:35 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:35 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:36 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=E HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:36 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=ECONOMIA%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3EC HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:40 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20vol HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:45 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:52 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20acce HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2351
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:35:54 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:38:33 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2351
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:38:33 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:38:56 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:38:57 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:07 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:07 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:12 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:15 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:16 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:16 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:19 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:39:19 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:47 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:49 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2349
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:51 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:53 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:53 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:40:53 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:42:32 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:42:34 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:42:34 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:42:34 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%27+myGetElementById(%27category%27).value HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:09 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:09 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2328
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:13 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:17 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=categoryPrefix HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:17 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=categoryPrefix HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:20 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=categoryPrefix HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:44:20 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=categoryPrefix HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:39 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:41 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:41 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:44 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:44 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=E HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:51 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:47:53 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=P HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:02 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITICA%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:02 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:03 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20-- HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:20 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:21 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITICA%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:23 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:24 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=T HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:28 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:30 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=S HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:48:32 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:49:44 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:49:47 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=E HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:49:47 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=ECONOMIA%3C%3Fxml%20version%3D%271.0%27%20encoding%3D%27ISO-8859-1%27%3F%3E%3C!--%20NOTA%20BENE!!!%20%20Il%20PROLOGO%20XML%20deve%20SEMPRE%20essere%20collocato%20nella%20PRIMA%20RIGA!Nessun%20carattere%20in%20output%20fino%20a%20questo%20momento!!%20Usero%27%20ora%20l%27out%20della%20jsp%20per%20restituire%20l%27xml%20che%20ajax%20si%20attende!!!!OSSERVATE%20IL%20TRAFFICO%20HTTP%20NEL%20TUNNEL!!!!!--%3E%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:41 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:43 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=e HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:47 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 299
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:47 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITICA%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3EE HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:50 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:51 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:51 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:51 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:53 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=E HTTP/1.1" 200 299
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:57 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=ECONOMIA%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:50:57 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=%3C!--%20pagina%20per%20la%20gestione%20di%20errori%20--%3E%3C!--%20accesso%20alla%20sessione%20--%3E%3C!--%20import%20di%20classi%20Java%20--%3E%3C!--%20creazione%20Java%20Bean%20con%20scope%20di%20applicazione%20--%3E%3C!--%20segue%20quindi%20il%20codice....%20questa%20volta%20NON%20HTML!!!!!%20...%20restituito%20al%20client%20--%3E HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:24 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:25 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:26 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:26 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:27 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:27 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:27 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:28 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:35 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:38 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=E HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:39 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:40 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITICAT HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:41 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:43 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:50 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=F HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:51 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=FE HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:51 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=F HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:52 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:52 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITIC HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:54 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=POLITICAT HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:55 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio= HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:57 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:51:58 +0100] "GET /05_TecWeb/contents/categ.jsp?inizio=T HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:52:00 +0100] "GET /05_TecWeb/5_rssfeed.html? HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:52:00 +0100] "GET /05_TecWeb/styles/somestyle.css HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:52:00 +0100] "GET /05_TecWeb/scripts/rssparser.js HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:52:00 +0100] "GET /05_TecWeb/scripts/utils.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [16/Nov/2024:17:52:00 +0100] "GET /05_TecWeb/scripts/completamento.js HTTP/1.1" 200 4564
